,Customer ID,recency_score,frequency_score,monetary
195,032573996a6b19166a327f7d4c7eda5b,4,1,4
196,03328ae8254588f1ef1821f52accaf90,1,1,2
197,0339d63f73ee6160ed3a7a6534ee2efe,1,1,4
198,033bfcc96fba016e72b1c0943459efdc,3,1,1
199,03466aa4289c03856add8a3537f914cd,2,1,1
200,035067251b3612bbcc30e7570e335ce7,1,1,3
201,03543e7bcb602107d81abca01f3d94a5,1,1,4
202,035e7cd88b7450fd33efeca817081a53,3,1,2
203,035fe666eaf44eb44ec1967c30710ddb,1,1,2
204,0362e8cd9f08e6170923576a577fc748,4,1,3
205,03658676f008d0d0f8b826340eae3dba,4,1,3
206,0366651462307b0703818560d1472f9d,4,1,4
207,036720aaa0ccc7d3c63a5d7e5729b6e8,1,1,1
208,0367726c9478b302a7cb4b2b67f7317b,2,1,1
209,036f41292af402f38e6ed17bacd3e174,4,1,3
210,036fad4da661be7be3ad588329aefc1b,3,1,2
211,0372355b599cb57f978923b19a804290,4,1,4
212,0372bebe6d71cf4dc807d24a53403d2e,1,1,3
213,037bf06ede74c617f31ca7ad8989860f,4,1,2
214,037d8f5d243514d9ea6e1608a6d532de,4,1,4
215,038124edcdaa5fae5dceb9b71f0c49d8,4,1,3
216,038301b43811478e1a8dc0e476eaf52e,3,1,4
217,0385c3a53712e33b64f812d3102dc421,3,1,1
218,038e67cedd9154200d911e7cc6b6f133,3,1,2
219,03918c171b9f3f81c1a0799589d63b78,4,1,1
220,03a544149ebf0a377d5dbc871daaf05e,1,1,1
221,03afddcde6dddfb09ab4c007a4d6e34d,4,1,3
222,03c30046bcd7d616fd8bab4f77ccabb2,3,1,4
223,03c3fd5101315d9169376e91de6882b8,4,1,4
224,03c6dad4cdb636699af6b02c6484dec3,4,1,3
225,03c8ca2c50b62610046f79db89de75b5,3,1,2
226,03cca3425d9c7604e4781b58cb4092bb,4,1,2
227,03d01a4b09e221a1bb37343eb990dbda,2,1,1
228,03d32fb1ecfa4d9f7bbb6918614662ae,3,1,4
229,03dca8ea786a4ed9cd2397ae25af721a,1,1,1
230,03f3ed4259700c7e98700f786d99a1aa,1,1,2
231,03f8cc5eb864ffa50cb73bdf07a7b1e9,2,1,4
232,03f8ce51dcb4f7cf0d752feefea266c9,3,1,2
233,040e07d6f99f0d6bee3d272db7dd77ff,2,1,4
234,0412b2282e02ce84ae6c1a837862f792,3,1,2
235,04135ea9b5a7f3db234797e55e2d4deb,4,1,4
236,0413683c053b2edd42a02b0dda010fe1,2,1,3
237,041397b7bed1e0b64cc8df9e4a761873,1,1,4
238,042507632a640723b9060d4c617302e5,4,1,1
239,0425594ce6ced4d5634136ca63b98a27,4,1,1
240,042c603ecf6475679dd96ebbe37c5872,3,1,3
241,043c6318111021f28bd6f750981c9bb6,3,1,3
242,044206e1a22f9c20af8ec1a514f128d5,3,1,1
243,0444928793cc48f75878dbb46107da14,4,1,1
244,0449f7e02f26796da5f6c9d6abb177bc,1,1,3
245,04520e5f2b9dc1f8f7ccd63f6ab2db38,2,1,4
246,04544a89f79714c0abcc3ae49e884209,1,1,1
247,0457229263e71157bd7cf568a56d5ec3,3,1,2
248,045d728ade88ec80f546742429789ff1,1,1,1
249,046470763123d3d6364f89095b4e47ab,3,1,3
250,04716d605653245719dddc7e2cb3cf64,1,1,4
251,0478a6ce7961c89622e3de039c9c060a,4,1,2
252,047ade39673d74bcd42b8c0e7bc9666f,1,1,1
253,048052335b350c4d2809406ed0b40927,2,1,4
254,0484b589fc006d538903a147c83a7915,3,1,3
255,0487a94145b40ec78717e7d4044f182d,4,1,4
256,048afeb603cb6f95968487df5fadfec7,1,1,3
257,048d8f14e6405a5a157e74724357086f,1,1,1
258,04914a70baae65c7368c83af08b17c81,3,1,2
259,04964ca17488b76124c740071931f90c,4,1,2
260,049ac10f22b18d0a463429e2dfbbb353,2,1,1
261,04a324a336173e546dab5835e0b287bc,1,1,2
262,04ae6453ac0b2807721d210786d83b50,2,1,1
263,04b090bfb11c279aeffeec7b476aaa2c,1,1,3
264,04b2af3c93e41c92d3bec7434f261be0,3,1,3
265,04b3b974dfe285ac9f2eb96a6a9cbb9c,1,1,4
266,04baa28903e22974e6213e632b09c193,4,1,1
267,04badcbeea122a16bcab6bd3d47bf166,2,1,3
268,04bc6bc8c31e8f72b6748a68f252ebf8,1,1,2
269,04bd4fd3eeec7d0cac94134006ae6da8,3,1,3
270,04be500031efe43d2defff8c41810543,2,1,4
271,04cc4b5d5509cedb9a9e98cb34417d56,3,1,4
272,04ceb0b6de581dfcd6d0e61442550117,3,1,3
273,04cf8185c71090d28baa4407b2e6d600,3,1,1
274,04d1643d1bf6c54f0b099c708e623466,4,1,3
275,04d72e3bcf0dbb259f2c98550640a179,3,1,4
276,04da0a4a4eddc5463976425307e42b7d,4,1,2
277,04dc486e3352a8ef6d749736321018f6,2,1,3
278,04dfe67137b9c22b4344433ad41a0dd5,4,1,1
279,04e176b665108a31badc8adcc5d90ffa,4,1,3
280,04e71831b906c43176ebaa4ef69301f4,4,1,2
281,04e7254d921632586b4dc9a67a3a04d3,3,1,3
282,04ef415f1d1c565ac89d4c345ae6fc40,4,1,3
283,04effeb71dfa28a5096368addc3994be,1,1,4
284,04f1fd1b75385fd1c7b6de018e0c4ab3,1,1,4
285,04f54cb09b4216795433e4fc5d0db66e,4,1,3
286,04f5c77d3b874a3faa6fce234550448e,2,1,3
287,04faabcdbf48e775bc5e313369bc15bc,2,1,3
288,0503aa9015de64a6655ea58bf32c6034,1,1,2
289,050555c26479bbb8ba0740c37e7454d0,3,1,3
290,0509ab034845adb0b4c91b6f0e7b7260,3,1,4
291,050d0eae3cbee16d261fb66f313163dc,2,1,3
292,052076c689c0768b27a506a8cc63cc65,2,1,1
293,052341d8ac30e9cc98f1742b177639b0,2,1,2
294,052def2a27b8894dd207c36345ce1e9c,4,1,1
295,05311eb60c201cb3c2f0e999eaf135f2,4,1,4
296,05338561f0c4969c162f584f2d093804,2,1,1
297,0535dec8f608efd1246d1a4d5ab6f771,4,1,4
298,053abb2829821b2fafd26639ba5a5b2c,4,1,3
299,053b7336758bd6fd3b657c370e702f7b,4,1,4
300,053ee39e5fff8053a860892cbd54d1ed,3,1,3
301,05419d806a7acd2b01320e4909a933e8,2,1,1
302,0549ef973c77b27ad1c186e845f72a5c,2,1,1
303,054be8b55006d12284f472ba757c901e,1,1,3
304,0551e29d87422d88feca4626c030ccef,3,1,3
305,05576a517fd63cbe29de3d1b1d0167fb,4,1,1
306,0557ce04d044eac7a2f6e11b8988f8ed,4,1,3
307,055a6d8515c1b5dbc065a03770ae504b,1,1,1
308,055ec572ac7f3c7bdd04a183830ebe59,1,1,4
309,05611a5f1fa509eef8b92840648a6b34,1,1,4
310,056260ac28220b475caa0c4f02cc6137,3,1,2
311,057581e17e81bd35d08e3cdc8f79e60a,1,1,4
312,057c2691d1064a864c78eb7e34307b46,2,1,4
313,058199325498b546a39e5652a04dbbcc,3,1,3
314,0588cca7a35c8d68b0503d9ae53dee38,1,1,4
315,05982d28754c6ff4db35d50e9ee11b24,4,1,2
316,059e7585d8fcd2430a33375bdbcbb990,4,1,4
317,05a2a8159b5f30e79614ae9e14cafc4a,1,1,2
318,05a52a1a122f97ac13d61c160bbe7225,4,1,4
319,05a70933d2ed6cb04504e9864eadcc1c,2,1,1
320,05af77be50ec611bb5b5d9e4f0579c61,1,1,1
321,05b0f3be535890cfa3de97c815033cfb,3,1,3
322,05ba4d5c6f77a2caf887c1f8826dc8e9,4,1,1
323,05c111320b7353c49806016020b89a05,1,1,3
324,05c686adfdce0087f70f97a619c3b556,4,1,1
325,05d327ae96ae69912a3fbe585516db18,3,1,4
326,05dab2d8130ccd303608aafc145ecf3e,3,1,2
327,05dc7381ace8c9b5a634129ce38dff60,1,1,4
328,05e52c1f96f8b83dd66dcdce679ff58d,1,1,4
329,05e5cdba492bb2f2881b3490315f27ce,2,1,2
330,05eb062756e6d4358e72b1caf0ec22b1,3,1,4
331,05eece82f626032f909a2bc445957b92,3,1,3
332,05efa0679eff95e1042131c93776e6b4,1,1,3
333,05f023978242de0352db27c04bba282e,1,1,3
334,05f0509adff9a7c6e37cc5d6e5c57e8a,1,1,1
335,05f333bbee58f087059bfc39c263d9e4,3,1,1
336,05f6f08be56b85f76d8227a3a1e3e3ee,4,1,4
337,05fcdc230a939176b681b45fee88bba1,4,1,4
338,0601f1fd6d8ff9847f96151652dbf305,2,1,2
339,06058fe38c88d8d03a06ebaa6fb68aad,1,1,3
340,060743c63d9c6f3debcf3f390b0b2da9,1,1,3
341,06079a66084dabf812040d32d0b10f06,4,1,3
342,06096e1ee9d40ca8781b6c0587617ed7,3,1,1
343,060e0b81f5dd707be0324b36479fffa6,1,1,4
344,060e732b5b29e8181a18229c7b0b2b5e,4,1,3
345,060fb87bcb9f60275f3fc857b35be629,4,1,2
346,060fc051abdd1173a56b173d01e98294,1,1,3
347,0610630dcd111596b141a6084faef3a3,3,1,1
348,0613323bd971009c4763e1981c8e3cfc,1,1,2
349,0621c2a5979d3e887ae519620cbe2926,1,1,4
350,06268d8f74c7184ef40d1a3861688cfc,1,1,4
351,062d40ed42ac84fe9d779277fb7ed109,3,1,1
352,063d3c82b96f47c05cf0b779a4444f46,4,1,4
353,063eef0d1ead8ee785783e95df82137e,3,1,3
354,063fee07c7dbecc77179dfc57d36f759,3,1,4
355,0647eed2ece999e2d634520c62ab78be,4,1,4
356,064897171cbd28f9446c4af4c6dbdde6,1,1,3
357,0648b4016d8661a8100de1dad7a7e12d,1,1,2
358,064ca07a0cb37e7a2ae5d83994bd5dba,3,1,2
359,064d1aae158ad9addc625f5588fdc2cd,3,1,1
360,064e72f6dd03299e76320bd106b803c0,1,1,1
361,0651cfbea51afc6cfa5ec45bca3ee692,1,1,1
362,065cdd031a7020e43fd91cd421549f5e,4,1,2
363,065db70d867514639c1889ea5f6b8ae2,3,1,1
364,065dcef61d5f66b30d2ee51b5343d023,2,1,4
365,065edb166e3365849965039772838b87,4,1,2
366,065f8d269e0518c6a8cf04149063a2e9,4,1,2
367,0663560ff02c3f762ebd29af677175f6,4,1,3
368,0669ee32bf519c46d27030db08c5e0e3,4,1,4
369,0669f60ef473844761d853798d3a4009,1,1,3
370,0674169a201c443d7de5c3641279dab9,2,1,2
371,067b6ceac6257706e337a8eca7565630,3,1,2
372,068a41902767c548e7ad3d372c5833c8,1,1,1
373,0692e0d9184f58c5e37df223d735cf4c,3,1,2
374,0694d901d7d88ffc1781dacfda6cd048,4,1,1
375,06a1cdf4c37c5db93dd385926b6f4841,2,1,3
376,06a1e58ed33da661b8d9ea895f441633,2,1,4
377,06a35cec0273b785b2b58eb349841fb2,2,1,3
378,06a492c4633c57918215fa9b4f87919a,4,1,3
379,06a7d47497a78713d62f7c0b590652ee,2,1,3
380,06ac7f149dcf07ec7cde299a2787739a,3,1,1
381,06b457298293c7aee65c8485874b26e6,3,1,1
382,06b609212808563b18a3f818b86dd01d,1,1,3
383,06b6fb89a0699b61fdfaedcc3005a204,3,1,4
384,06b84f1b227e3463de0cbb0bd227e4e5,4,1,2
385,06befcbb6c53f601d005532bb48d7410,4,1,3
386,06c18dc9dc7a01e3322f4e9245dac0ed,3,1,4
387,06c5a017e2b74d38903164d42e7687f1,3,1,3
388,06caeba6db23a17bf9bcb3846b768387,2,1,4
389,06cc6c8978803b38a4ea38013f53ea6b,2,1,3
390,06cd845bc8a9518ad68672727cf804fd,3,1,1
391,06dd24ec7b04fc79c1702fe04b9a38a3,1,1,2
392,06e5b19a892adcc1764e70024306e84a,3,1,2
393,06e7c0ffe7f197e5ee11cd888ea71c95,1,1,4
394,06e8b8f76826ff96623978cb4d3ca074,1,1,2
395,06ee95df85ab27db04eebc85ce42e3df,1,1,4
396,06f289b98b5b10b7d7692548624cb616,3,1,3
397,06f4ef120f7c7298bac66868986e523a,1,1,3
398,06f59c70f97379ce2f67075dd6ae26df,3,1,2
399,06f9fe91f0a7dbbd4c78ddecb3562486,2,1,3
400,06fb035f49e63b8251e615e450cb61d9,3,1,3
401,06fb1a9b50a0dd027075ddd14016f869,1,1,4
402,06fc46bc1782b92141eb4c2de72a8096,3,1,2
403,070083744069f19ac8b6c89e464ae411,1,1,2
404,0702969d322cc784c3d43ffc751a302e,2,1,2
405,070da753b3edceb495ca2ab66085455e,1,1,4
406,071befa81cac87390204c03e41e41227,1,1,2
407,071d97c65d17dd64aeb08dd196aa0c26,1,1,2
408,071f6a8af4d9d148f8d52634339500ef,2,1,3
409,07216c3351ab63d5087691e3324da3e2,3,1,4
410,07254adf22ae81855ca01d9a5cda3264,3,1,1
411,0728fce1aebb2443c578ef04de0d2ea9,1,1,2
412,07292d06afd6c45ff8de56079ef4cfdc,1,1,2
413,07296cfef11b5e2ee8ea429920c26e0a,3,1,4
414,072a543c663f0b54b41af8b074162d62,4,1,4
415,073037acc049d2be44730a7e39836046,2,1,2
416,0732796b9e3fd8d74a8314a2e1b14c36,1,1,4
417,073692054d45969288eea0fbb867d7a5,3,1,4
418,073a0317f213dc51964b6f8d3344c592,1,1,1
419,073aab63bec2a7d070827fdb7a5562d9,4,1,3
420,073d35c8464f7424060c41581bb922d5,4,1,2
421,07419d54dffccb90ca99b24abe65e5fc,1,1,1
422,0741ddca958232fa01e77154d45b1fb4,1,1,3
423,074315ca81bf69db97dc05493b921422,4,1,2
424,07435003bc81c33bafdfeace4faf1dc1,4,1,1
425,0748f90b4f757729bbbc4d1ea60a0757,4,1,2
426,074f6402565f35186c70908e5a47315d,2,1,1
427,07540f2fffbe583e4bde29fe25ba450e,1,1,1
428,07587576616fb49706b3536664386bdf,4,1,2
429,0758c9bc0d529d0ea2028f58903f1749,4,1,4
430,07597096095d50d3235d4145c7f98cc4,3,1,3
431,075feab70d904077ae5100f8c3d6d4b7,2,1,2
432,0762d037793f0578e493822df96bf9a3,3,1,3
433,07631da297e03969f8a504ce3dbd905e,3,1,1
434,076dc8d838b4a277c14d6e67445b04bb,3,1,3
435,076efbad08f34a6316ec570ea20a0568,4,1,3
436,0772c2acd7aaa2b171bd7a87fae1af6d,1,1,2
437,0773077998461cbbc47cf9ba3fd49000,4,1,3
438,077afa5d93724dc59cc6f3c094214d11,1,1,3
439,078237d4f3b6981885cd1a71c8c8fd4b,1,1,4
440,078a7bec0d555a5c45b4757d1e55a163,1,1,2
441,078c0a7397239eb51fa067a579416dbf,2,1,2
442,078f93f1bb62cdaf1d78addb2ba283bb,3,1,1
443,078fa6f4e39a6288ef858fa22c8d4503,3,1,2
444,0795aec8f109d675adec20dc0023cfe4,2,1,2
445,0796b07ffb9ac4ed589bda594ef0af75,3,1,2
446,079c973a57703865bce893f274d9f9f2,3,1,1
447,079cbc277def58d49176ef72e4f1d1d8,4,1,4
448,07a31edf9fd39f97a58be4814a604c0b,3,1,3
449,07a5f6a473e11854c739409c0c899882,4,1,1
450,07a839176fcbeff000727aa6db6753f9,2,1,2
451,07a934d1a0dbd0136bb380c9010fe3eb,1,1,4
452,07aa0e46a3fec5c648422487a2efe4a9,1,1,3
453,07acf04e437284134458cd177b0e73b8,3,1,1
454,07bccc0697ffd0f287859d8805de97f0,1,1,3
455,07be143f1e0b34b059df757ceee183c6,3,1,3
456,07c36cb44c007f73b7c181d5353a408c,4,1,2
457,07c8fde388fee352835f27b3ef13ff12,3,1,2
458,07d0c128c7e29a5e898825c8cbbe2c2d,4,1,4
459,07d4d99c29cdb73ec152cb42c7f9d580,3,1,3
460,07d86af0ab7f0e9fd6c8a1e34c65a9ba,1,1,2
461,07d980dc24f39e66a3398573341d8820,1,1,2
462,07da55ca1be33c14e4f02f24a3f6de6e,2,1,4
463,07df27b714016cb827c99ec2ecd5ebfb,4,1,3
464,07eb0cbb880bbc6f91711079f76bc95f,2,1,3
465,07ec373c7a7ed511e542503436e22a71,1,1,4
466,07f4fe7018e56998864d95e97dfa1c78,3,1,4
467,07f8532d3c520279fcc796ca94ead8dc,3,1,4
468,07fbf7cd2d1a81e2c4f88c9ff0148815,3,1,2
469,07fd12ee529ce5bb01bada6ab08229c2,1,1,1
470,07fe3cee40551d2377a917fb4f377714,4,1,3
471,07ff40b9ca21d36f928474447be80045,1,1,4
472,0805efe58062ce26f6f02ff0e4eae23c,3,1,4
473,0805fb8399c6caf21830a54269b4fd95,4,1,4
